O,183,,,,,
M,6,,,,,
T,83,,,,,
C,80,,,,,
,,,,,,
Job,Operation,Release time,Processing time,Due date,Tool set,Tool set size
7,1,0,1.66667,337.6666667,48,16
1,1,0.25,2.516667,338.7666667,5,13
2,1,0.25,2.808333,339.0583333,57,10
9,1,23.93333333,2.66667,362.6,78,2
16,1,24,3.66667,363.6666667,59,12
17,1,24,3.66667,363.6666667,81,12
8,1,24.18333333,2.66667,362.85,83,25
4,1,24.25,10,370.25,18,16
3,1,24.5,1.895944,362.3961111,15,7
126,1,42.56472222,2.249995,380.8144444,11,11
127,1,42.56472222,2.249995,380.8144444,11,11
6,1,48.65,5.249998,389.9,12,9
5,1,49,6.683337,391.6833333,9,6
15,1,52.08333333,3.831,391.9144444,38,1
22,1,72,1.666668,409.6666667,27,9
20,1,72,1.733332,409.7333333,24,12
23,1,72,2.366668,410.3666667,28,12
21,1,72,2.533332,410.5333333,25,23
11,1,72.83,4,412.83,67,35
14,1,72.83,5,413.83,67,35
12,1,72.83,5.16667,413.9966667,67,35
13,1,72.83,6.5,415.33,67,35
10,1,72.84,4,412.84,67,35
18,1,73.50416667,4.199998,413.7041667,73,25
29,1,95.75,3.836,435.5861111,31,25
32,1,96,3.583335,435.5833333,45,16
33,1,96,3.583335,435.5833333,45,16
28,1,96.25,7.66665,439.9166667,35,16
24,1,96.25,11.5,443.75,63,11
25,1,96.25,11.5,443.75,63,11
27,1,96.25,16.33336,448.5833333,36,28
26,1,96.38333333,3.1,435.4833333,10,13
19,1,96.5,193.333306,625.8333333,14,40
31,1,120.3341667,4.435,460.7691667,32,50
30,1,120.7361111,11.737,468.4730556,32,50
34,1,144.83,4.5,485.33,67,35
40,1,168.25,2.100001,506.35,55,16
42,1,168.25,4.3,508.55,46,36
37,1,168.8916667,8.5,513.3916667,69,17
38,1,168.9833333,9.5,514.4833333,69,17
36,1,169.06,10.5,515.56,69,17
35,1,170.12,6.33333,512.4533333,70,22
59,1,192,2.166668,530.1666667,44,24
45,1,192,3.4,531.4,4,15
63,1,192,4.66667,532.6666667,44,24
58,1,192,4.933338,532.9333333,43,17
51,1,192,5.916647,533.9166667,50,30
49,1,192,11.166626,539.1666667,50,30
52,1,192,13.90006,541.9,61,22
53,1,192,13.90006,541.9,61,22
54,1,192,13.90006,541.9,61,22
50,1,192,15.916607,543.9166667,50,30
64,1,192,16.399972,544.4,63,11
44,1,192,16.766652,544.7666667,58,34
55,1,192,19.75006,547.75,60,27
56,1,192,19.75006,547.75,60,27
57,1,192,19.75006,547.75,60,27
39,1,192.6,2.95,531.55,53,17
43,1,192.93,4.999996,533.93,16,16
41,1,192.93,5.2,534.13,2,16
61,1,193.3391667,20.249989,549.5891667,20,12
62,1,193.5369444,23.749987,553.2869444,20,12
84,1,210.5647222,19.75006,566.3147222,60,27
155,1,210.5647222,19.75006,566.3147222,60,27
65,1,215.75,51.666,603.4161111,47,31
46,1,216,3.4,555.4,29,10
48,1,216.5661111,2.433334,554.9994444,67,35
47,1,216.5991667,2.900001,555.4991667,67,35
60,1,217.9330556,30.749983,584.6830556,20,12
80,1,234.5647222,15.99994,586.5644444,50,30
162,1,234.5647222,15.99994,586.5644444,50,30
163,1,234.5647222,15.99994,586.5644444,50,30
160,1,234.5647222,22.00006,592.5647222,62,23
161,1,234.5647222,22.00006,592.5647222,62,23
156,1,258.3147222,18.15,612.4647222,66,53
157,1,258.3147222,18.15,612.4647222,66,53
66,1,264,1.333333,601.3333333,51,14
79,1,335.75,8.250005,680,77,12
89,1,336,2.16666,674.1666667,41,12
77,1,336,2.450005,674.45,65,14
74,1,336,4.199998,676.2,19,11
7,2,337.6666667,7,680.6666667,67,35
78,1,359.75,7.332505,703.0825,68,15
87,1,360,1.733334,697.7333333,30,22
81,1,360,13.90006,709.9,61,22
82,1,360,13.90006,709.9,61,22
83,1,360,13.90006,709.9,61,22
85,1,360,22.00006,718,62,23
86,1,360,22.00006,718,62,23
72,1,360.25,5.550001,701.8,5,13
73,1,360.25,9.2,705.45,42,25
71,1,360.25,10,706.25,18,16
70,1,360.6,6.66667,703.2666667,71,20
69,1,360.95,4.75,701.7,71,20
67,1,361.25,4.75,702,71,20
68,1,361.25,6.999995,704.25,71,20
75,1,361.5833333,30.83332,728.4166667,22,16
9,2,362.6,7.5,706.1,67,35
8,2,362.85,6.33333,705.1833333,67,35
4,2,370.25,5.599996,711.8497222,7,15
159,1,378.5647222,1.870003,716.4347222,65,14
127,2,380.8144444,85,801.8144444,79,16
126,2,380.8144444,85,801.8144444,79,16
93,1,383.75,14.774971,734.525,34,27
94,1,383.75,18.891629,738.6416667,34,27
95,1,383.75,32.6666,752.4166667,34,27
92,1,383.75,64.3332,784.0833333,34,27
76,1,384.585,4.376,724.9611111,72,27
88,1,384.6,3.65,724.25,44,24
90,1,387.4833333,71.516699,795,49,37
91,1,387.55,72.950033,796.5,49,37
6,2,389.9,5.000002,730.9,13,4
15,2,391.9144444,6.5,734.4144444,72,27
158,1,402.8147222,11.5,750.3147222,63,11
164,1,427.5144444,9.996,773.5105556,76,18
165,1,428.0686111,4.199998,768.2686111,73,25
114,1,431.75,6.171,773.9211111,31,25
110,1,432,2.333335,770.3333333,59,12
111,1,432,2.333335,770.3333333,81,12
118,1,432,3.583335,771.5833333,45,16
119,1,432,6.16667,774.1666667,45,16
123,1,432,9.333325,777.3333333,51,14
32,2,435.5833333,3.833335,775.4166667,31,25
167,1,451.4644444,8.599996,796.0644444,1,19
106,1,455.75,15.999998,807.75,17,42
107,1,455.75,4.333333,796.0833333,17,42
124,1,456,52.15,844.15,33,17
131,1,456,18.25,810.25,23,8
116,1,456,33,825,82,2
117,1,456,3.75,795.75,82,2
115,1,456.535,8.086,800.6211111,32,50
109,1,457.0833333,2.184,795.2675,38,1
108,1,458.0833333,2.733,796.8163889,38,1
30,2,468.4730556,20.666664,825.1397222,17,42
98,1,480.5991667,2.95,819.5491667,67,35
96,1,480.6319444,2.2,818.8319444,67,35
101,1,480.665,3.75,820.415,67,35
121,1,480.6980556,3.3,819.9980556,67,35
105,1,480.7311111,3.8,820.5311111,67,35
104,1,480.7641667,4.2,820.9641667,67,35
120,1,480.7969444,4.2,820.9969444,67,35
102,1,480.83,6.5,823.33,67,35
97,1,480.8630556,4.3,821.1630556,67,35
99,1,480.8961111,8.8,825.6961111,67,35
100,1,480.995,7.000005,823.995,67,35
103,1,480.995,8.999995,825.995,67,35
122,1,481.01,5.5,822.51,67,35
112,1,481.1119444,1.533333,818.6452778,70,22
113,1,482.5680556,8.466662,827.0347222,70,22
34,2,485.33,6.16667,827.4966667,67,35
145,1,503.75,1.80001,841.55,40,11
137,1,504,12.2,852.2,56,20
135,1,504.2333333,1.42,841.6533333,64,20
128,1,504.25,4.616666,844.8666667,57,10
129,1,504.25,4.616666,844.8666667,57,10
125,1,504.25,7.933316,848.1833333,35,16
130,1,504.25,28.399996,868.65,39,35
42,2,508.55,5.216663,849.7666667,8,6
153,1,527.75,9.983326,873.7333333,80,16
136,1,528.5,2.25,866.75,21,13
132,1,530.76,23.416655,890.1766667,26,31
133,1,530.76,23.416655,890.1766667,26,31
